"","Estado","fecha","hosp_gral","cama_venti","venti_uci"
"1455","México",2021-07-16,32.1,22.86,33.92
"1456","Michoacán de Ocampo",2021-07-16,21.29,11.28,10
"1457","Morelos",2021-07-16,19.8,6,0
"1458","Nayarit",2021-07-16,40.27,33.33,0
"1459","Nuevo León",2021-07-16,41.02,33.05,46.77
"1460","Oaxaca",2021-07-16,45.28,36.95,60
"1461","Puebla",2021-07-16,20.8,11.42,30.76
"1462","Querétaro",2021-07-16,16.31,5.66,63.63
"1463","Quintana Roo",2021-07-16,42.2,18.05,29.09
"1464","San Luis Potosí",2021-07-16,11.58,11.67,12
"1465","Sinaloa",2021-07-16,53.92,46.3,54.02
"1466","Sonora",2021-07-16,44.16,24.13,36.73
"1467","Tabasco",2021-07-16,25.4,34.07,42.62
"1468","Tamaulipas",2021-07-16,38.91,20.1,30.66
"1469","Tlaxcala",2021-07-16,21.62,12.3,0
"1470","Veracruz de Ignacio de La Llave",2021-07-16,38.37,26.84,53.57
"1471","Yucatán",2021-07-16,23.76,48.52,67.85
"1472","Zacatecas",2021-07-16,15.46,3,15
"1473","Aguascalientes",2021-07-17,15.78,8.23,35
"1474","Baja California",2021-07-17,21.24,15.93,18.91
"1475","Baja California Sur",2021-07-17,60.81,55.21,50
"1476","Campeche",2021-07-17,10.04,16.78,16.12
"1477","Chiapas",2021-07-17,9.11,9.28,2.12
"1478","Chihuahua",2021-07-17,11.9,4.05,5.76
"1479","Ciudad de México",2021-07-17,53.92,37.63,33.1
"1480","Coahuila de Zaragoza",2021-07-17,12.19,6.61,60
"1481","Colima",2021-07-17,26.47,37.77,100
"1482","Durango",2021-07-17,35.8,14.08,18.75
"1483","Guanajuato",2021-07-17,5.88,2.79,10.52
"1484","Guerrero",2021-07-17,41.39,26.2,41.3
"1485","Hidalgo",2021-07-17,45.35,15.74,0
"1486","Jalisco",2021-07-17,30.55,25,28.38
"1487","México",2021-07-17,34,24.13,31.85
"1488","Michoacán de Ocampo",2021-07-17,21.21,15.15,35.71
"1489","Morelos",2021-07-17,18.84,7.14,0
"1490","Nayarit",2021-07-17,42.46,32.05,0
"1491","Nuevo León",2021-07-17,48.3,36.81,58.37
"1492","Oaxaca",2021-07-17,43.02,39.17,66.66
"1493","Puebla",2021-07-17,23.37,8.77,29.68
"1494","Querétaro",2021-07-17,16.66,7.69,63.63
"1495","Quintana Roo",2021-07-17,45.87,19.32,32.81
"1496","San Luis Potosí",2021-07-17,13.17,8.95,12
"1497","Sinaloa",2021-07-17,57.28,46.93,58.51
"1498","Sonora",2021-07-17,42.55,28.73,50
"1499","Tabasco",2021-07-17,25.3,27.41,38.55
"1500","Tamaulipas",2021-07-17,35.5,17.76,25.88
"1501","Tlaxcala",2021-07-17,19.44,13.63,0
"1502","Veracruz de Ignacio de La Llave",2021-07-17,38.12,25.36,49.49
"1503","Yucatán",2021-07-17,21.49,49.71,67.85
"1504","Zacatecas",2021-07-17,16.83,3.07,16.66
"1505","Aguascalientes",2021-07-18,23,8.53,30
"1506","Baja California",2021-07-18,24.27,15.68,18.91
"1507","Baja California Sur",2021-07-18,58.65,53.61,50
"1508","Campeche",2021-07-18,11.22,17.6,16.12
"1509","Chiapas",2021-07-18,7.54,11.42,2.12
"1510","Chihuahua",2021-07-18,10.56,12.57,15.62
"1511","Ciudad de México",2021-07-18,58.35,38.74,32
"1512","Coahuila de Zaragoza",2021-07-18,14.81,5.82,100
"1513","Colima",2021-07-18,26.59,33.33,0
"1514","Durango",2021-07-18,44,17.94,25
"1515","Guanajuato",2021-07-18,5.91,3.03,10.52
"1516","Guerrero",2021-07-18,42.89,28.1,48.88
"1517","Hidalgo",2021-07-18,47.76,18.58,5.55
"1518","Jalisco",2021-07-18,34.1,26.58,30.32
"1519","México",2021-07-18,24.08,15.54,42.85
"1520","Michoacán de Ocampo",2021-07-18,19.13,5,100
"1521","Morelos",2021-07-18,34.82,24.72,33.63
"1522","Nayarit",2021-07-18,48.68,33.78,0
"1523","Nuevo León",2021-07-18,41.22,37.27,48.43
"1524","Oaxaca",2021-07-18,44.44,28.8,25
"1525","Puebla",2021-07-18,24.43,8.38,33.84
"1526","Querétaro",2021-07-18,18.86,7.69,63.63
"1527","Quintana Roo",2021-07-18,47.94,21.77,46.66
"1528","San Luis Potosí",2021-07-18,11.52,5.26,15.38
"1529","Sinaloa",2021-07-18,62.46,46.63,58.69
"1530","Sonora",2021-07-18,40.25,29.78,46.51
"1531","Tabasco",2021-07-18,27.86,28.34,35.29
"1532","Tamaulipas",2021-07-18,34.86,19.89,33.33
"1533","Tlaxcala",2021-07-18,29.16,12.12,0
"1534","Veracruz de Ignacio de La Llave",2021-07-18,41.83,25.29,46.53
"1535","Yucatán",2021-07-18,21.16,47.42,68.96
"1536","Zacatecas",2021-07-18,18.18,4.61,16.66
"1537","Aguascalientes",2021-07-19,21.81,6.31,25
"1538","Baja California",2021-07-19,21.99,16.86,18.91
"1539","Baja California Sur",2021-07-19,57.5,54.34,0
"1540","Campeche",2021-07-19,9.93,17.93,16.66
"1541","Chiapas",2021-07-19,10.49,12.45,2.12
"1542","Chihuahua",2021-07-19,14.77,4.87,10.93
"1543","Ciudad de México",2021-07-19,59.42,47.56,44.12
"1544","Coahuila de Zaragoza",2021-07-19,14.01,3.28,28.57
"1545","Colima",2021-07-19,32.92,42.22,100
"1546","Durango",2021-07-19,48.75,18.91,29.41
"1547","Guanajuato",2021-07-19,6.85,2.76,8.92
"1548","Guerrero",2021-07-19,45.02,31.49,39.65
"1549","Hidalgo",2021-07-19,53.04,20.51,6.66
"1550","Jalisco",2021-07-19,35.36,26.41,30.5
"1551","México",2021-07-19,24.23,17.32,40.65
"1552","Michoacán de Ocampo",2021-07-19,20.28,2.89,46.66
"1553","Morelos",2021-07-19,36.11,24.8,0
"1554","Nayarit",2021-07-19,58.5,32,0
"1555","Nuevo León",2021-07-19,45.58,41.17,60.94
"1556","Oaxaca",2021-07-19,40.55,38.77,56.52
"1557","Puebla",2021-07-19,27.65,11.62,35.38
"1558","Querétaro",2021-07-19,22.53,9.79,68.18
"1559","Quintana Roo",2021-07-19,49.06,21.31,32.25
"1560","San Luis Potosí",2021-07-19,13.31,9.16,18.51
"1561","Sinaloa",2021-07-19,59.03,43.49,58.24
"1562","Sonora",2021-07-19,40.63,31.81,41.66
"1563","Tabasco",2021-07-19,25.26,32.16,36.14
"1564","Tamaulipas",2021-07-19,34.43,21.36,32.5
"1565","Tlaxcala",2021-07-19,34.72,10.6,0
"1566","Veracruz de Ignacio de La Llave",2021-07-19,44.98,31.2,58.97
"1567","Yucatán",2021-07-19,20.24,46.66,70
"1568","Zacatecas",2021-07-19,18.18,3.84,11.11
"1569","Aguascalientes",2021-07-20,23.63,6.25,15
"1570","Baja California",2021-07-20,16.95,19.1,18.91
"1571","Baja California Sur",2021-07-20,45.69,53.27,0
"1572","Campeche",2021-07-20,11.46,11.26,9.37
"1573","Chiapas",2021-07-20,10.47,12.54,2.12
"1574","Chihuahua",2021-07-20,17.9,8.07,15.62
"1575","Ciudad de México",2021-07-20,61.22,49.81,46.57
"1576","Coahuila de Zaragoza",2021-07-20,15.41,3.4,14.28
"1577","Colima",2021-07-20,41.93,44.44,100
"1578","Durango",2021-07-20,58.82,27.94,36.36
"1579","Guanajuato",2021-07-20,6.48,3.21,7.14
"1580","Guerrero",2021-07-20,51.87,38.55,36.2
"1581","Hidalgo",2021-07-20,55.19,22.93,11.76
"1582","Jalisco",2021-07-20,37.61,30.67,35.36
"1583","México",2021-07-20,35.84,31.22,60
"1584","Michoacán de Ocampo",2021-07-20,23.73,18.77,53.33
"1585","Morelos",2021-07-20,22.11,5.4,100
"1586","Nayarit",2021-07-20,55.55,37.17,0
"1587","Nuevo León",2021-07-20,49.71,45.07,59.3
"1588","Oaxaca",2021-07-20,42.94,40,52.17
"1589","Puebla",2021-07-20,29.17,13.33,37.31
"1590","Querétaro",2021-07-20,23.23,9.42,68.18
"1591","Quintana Roo",2021-07-20,47.86,20.42,30
"1592","San Luis Potosí",2021-07-20,13.29,10,15.38
"1593","Sinaloa",2021-07-20,57.12,46.98,59.57
"1594","Sonora",2021-07-20,43.31,31.73,40.9
"1595","Tabasco",2021-07-20,24.33,33.83,38.82
"1596","Tamaulipas",2021-07-20,37.13,22.22,40
"1597","Tlaxcala",2021-07-20,34.72,12.12,0
"1598","Veracruz de Ignacio de La Llave",2021-07-20,42.62,27.96,55.67
"1599","Yucatán",2021-07-20,20.11,48.04,72.41
"1600","Zacatecas",2021-07-20,26,3.87,11.11
"1601","Aguascalientes",2021-07-21,24.52,7.07,15
"1602","Baja California",2021-07-21,18.71,19.1,16.21
"1603","Baja California Sur",2021-07-21,45.65,50.23,0
"1604","Campeche",2021-07-21,9.83,12.58,13.33
"1605","Chiapas",2021-07-21,12.59,13.45,2.12
"1606","Chihuahua",2021-07-21,17.01,9.69,17.18
"1607","Ciudad de México",2021-07-21,63.21,49.88,48.1
"1608","Coahuila de Zaragoza",2021-07-21,16,4.1,28.57
"1609","Colima",2021-07-21,57.81,63.63,100
"1610","Durango",2021-07-21,70.83,32.75,59.37
"1611","Guanajuato",2021-07-21,8.23,3.48,8.92
"1612","Guerrero",2021-07-21,57.44,34.44,32.75
"1613","Hidalgo",2021-07-21,58.2,24.36,17.64
"1614","Jalisco",2021-07-21,38.71,25.75,32
"1615","México",2021-07-21,39.64,26.97,34.32
"1616","Michoacán de Ocampo",2021-07-21,27.6,18.04,54.54
"1617","Morelos",2021-07-21,21.13,7.31,0
"1618","Nayarit",2021-07-21,58.24,38.82,0
"1619","Nuevo León",2021-07-21,46.31,47.94,66.08
"1620","Oaxaca",2021-07-21,41.47,39.81,42.85
"1621","Puebla",2021-07-21,29.78,12.86,38.8
"1622","Querétaro",2021-07-21,24.91,10.56,68.18
"1623","Quintana Roo",2021-07-21,49.32,20.08,28.81
"1624","San Luis Potosí",2021-07-21,14.57,8.08,18.51
"1625","Sinaloa",2021-07-21,54.57,48.75,58.06
"1626","Sonora",2021-07-21,43.58,34.19,38.63
"1627","Tabasco",2021-07-21,25.55,31.84,36.36
"1628","Tamaulipas",2021-07-21,33.26,19.44,33.33
"1629","Tlaxcala",2021-07-21,33.8,9.52,0
"1630","Veracruz de Ignacio de La Llave",2021-07-21,47.53,28.93,51.64
"1631","Yucatán",2021-07-21,17.84,43.75,76
"1632","Zacatecas",2021-07-21,22,4.65,16.66
"1633","Aguascalientes",2021-07-22,25,6.18,25
"1634","Baja California",2021-07-22,18.33,18.36,16.21
"1635","Baja California Sur",2021-07-22,43.34,46.98,0
"1636","Campeche",2021-07-22,9.31,11.18,16.66
"1637","Chiapas",2021-07-22,18.93,13.7,14.58
"1638","Chihuahua",2021-07-22,16.58,11.58,19.67
"1639","Ciudad de México",2021-07-22,65.29,54.32,57.74
"1640","Coahuila de Zaragoza",2021-07-22,16.36,3.57,42.85
"1641","Colima",2021-07-22,63.79,73.68,100
"1642","Durango",2021-07-22,68,34.04,65.38
"1643","Guanajuato",2021-07-22,8.82,4.49,10.71
"1644","Guerrero",2021-07-22,64.73,34.25,43.93
"1645","Hidalgo",2021-07-22,56.98,28.81,66.66
"1646","Jalisco",2021-07-22,39.71,30.18,33.16
"1647","México",2021-07-22,28.25,20.19,60
"1648","Michoacán de Ocampo",2021-07-22,25.37,15.15,100
"1649","Morelos",2021-07-22,41.5,29.09,37.98
"1650","Nayarit",2021-07-22,55.32,39.02,0
"1651","Nuevo León",2021-07-22,52.22,46.65,65.04
"1652","Oaxaca",2021-07-22,42.71,41.37,50
"1653","Puebla",2021-07-22,28.84,12.92,45.94
"1654","Querétaro",2021-07-22,29.86,9.58,68.18
"1655","Quintana Roo",2021-07-22,49.72,18.22,27.11
"1656","San Luis Potosí",2021-07-22,19.5,5.6,32.35
"1657","Sinaloa",2021-07-22,54.94,53.12,61.29
"1658","Sonora",2021-07-22,45.61,36.8,41.3
"1659","Tabasco",2021-07-22,25.22,29.84,31.08
"1660","Tamaulipas",2021-07-22,35.3,24.77,45.16
"1661","Tlaxcala",2021-07-22,30.43,15,0
"1662","Veracruz de Ignacio de La Llave",2021-07-22,50.06,29.16,47.57
"1663","Yucatán",2021-07-22,17.8,47.25,80
"1664","Zacatecas",2021-07-22,27.45,4.68,16.66
"1665","Aguascalientes",2021-07-23,24.77,11.34,30
"1666","Baja California",2021-07-23,18.6,18.4,16.21
"1667","Baja California Sur",2021-07-23,40.82,47.1,50
"1668","Campeche",2021-07-23,10.56,10.34,16.12
"1669","Chiapas",2021-07-23,19.94,15.35,18.75
"1670","Chihuahua",2021-07-23,16.93,11.72,22.95
"1671","Ciudad de México",2021-07-23,64.91,54.36,52.8
"1672","Coahuila de Zaragoza",2021-07-23,16.79,5.67,40
"1673","Colima",2021-07-23,59.67,59.37,0
"1674","Durango",2021-07-23,69.23,33.33,75
"1675","Guanajuato",2021-07-23,10.28,4.76,20
"1676","Guerrero",2021-07-23,67.56,37.07,43.54
"1677","Hidalgo",2021-07-23,55.8,28.34,26.66
"1678","Jalisco",2021-07-23,38.87,34.1,38.07
"1679","México",2021-07-23,25.75,23.55,60
"1680","Michoacán de Ocampo",2021-07-23,26.86,12.12,0
"1681","Morelos",2021-07-23,42.44,26.95,48.1
"1682","Nayarit",2021-07-23,64.61,66.25,0
"1683","Nuevo León",2021-07-23,57.55,47.61,68.55
"1684","Oaxaca",2021-07-23,45.91,36.11,52.94
"1685","Puebla",2021-07-23,31.56,12.2,45.94
"1686","Querétaro",2021-07-23,29.07,11.52,77.77
"1687","Quintana Roo",2021-07-23,49.46,19.48,27.86
"1688","San Luis Potosí",2021-07-23,17.64,6.97,25.8
"1689","Sinaloa",2021-07-23,58.45,57.52,65.93
"1690","Sonora",2021-07-23,44.68,34.84,43.75
"1691","Tabasco",2021-07-23,24.68,33.67,30.98
"1692","Tamaulipas",2021-07-23,34.46,21.07,41.57
"1693","Tlaxcala",2021-07-23,30.98,16.94,0
"1694","Veracruz de Ignacio de La Llave",2021-07-23,51.63,34.24,56.7
"1695","Yucatán",2021-07-23,36.59,56.17,77.27
"1696","Zacatecas",2021-07-23,27.18,7.87,16.66
"1697","Aguascalientes",2021-07-24,24.56,11.82,47.61
"1698","Baja California",2021-07-24,29.51,21.42,16.66
"1699","Baja California Sur",2021-07-24,38.12,43.9,50
"1700","Campeche",2021-07-24,8.26,11.64,16.66
"1701","Chiapas",2021-07-24,21.01,14.01,18.75
"1702","Chihuahua",2021-07-24,15.91,15,25
"1703","Ciudad de México",2021-07-24,64.37,51.31,51.07
"1704","Coahuila de Zaragoza",2021-07-24,19.71,4.62,40
"1705","Colima",2021-07-24,67.24,71.87,0
"1706","Durango",2021-07-24,71.13,26.53,69.23
"1707","Guanajuato",2021-07-24,8.67,5.24,14.28
"1708","Guerrero",2021-07-24,70.58,37.98,58.69
"1709","Hidalgo",2021-07-24,57.81,36.13,20
"1710","Jalisco",2021-07-24,38.68,34.81,43.84
"1711","México",2021-07-24,42.36,28.88,44.26
"1712","Michoacán de Ocampo",2021-07-24,27.94,24.33,61.11
"1713","Morelos",2021-07-24,35.8,16.12,0
"1714","Nayarit",2021-07-24,63.76,56.98,0
"1715","Nuevo León",2021-07-24,53.52,48.39,65.91
"1716","Oaxaca",2021-07-24,44.14,51.54,63.63
"1717","Puebla",2021-07-24,33.5,13.01,46.66
"1718","Querétaro",2021-07-24,31.67,11.78,68.18
"1719","Quintana Roo",2021-07-24,50.54,19.35,27.41
"1720","San Luis Potosí",2021-07-24,27.51,7.08,32.35
"1721","Sinaloa",2021-07-24,57.95,54.98,63.15
"1722","Sonora",2021-07-24,48.9,38.98,53.12
"1723","Tabasco",2021-07-24,27.87,31.63,37.28
"1724","Tamaulipas",2021-07-24,33.26,23.23,41.33
"1725","Tlaxcala",2021-07-24,31.94,22.03,0
"1726","Veracruz de Ignacio de La Llave",2021-07-24,50.63,35.69,62.13
"1727","Yucatán",2021-07-24,17.54,48.9,77.27
"1728","Zacatecas",2021-07-24,32.03,7.93,16.66
"1729","Aguascalientes",2021-07-25,23.58,12.74,56.52
"1730","Baja California",2021-07-25,22.86,19.14,16.21
"1731","Baja California Sur",2021-07-25,39.14,41.6,40
"1732","Campeche",2021-07-25,9.14,10.88,21.87
"1733","Chiapas",2021-07-25,20.24,14.7,16.36
"1734","Chihuahua",2021-07-25,16.23,14.97,21.87
"1735","Ciudad de México",2021-07-25,64.5,46.52,36.97
"1736","Coahuila de Zaragoza",2021-07-25,22.93,6.66,40
"1737","Colima",2021-07-25,78.78,81.25,0
"1738","Durango",2021-07-25,72.44,28.57,54.16
"1739","Guanajuato",2021-07-25,9.79,4.21,14.28
"1740","Guerrero",2021-07-25,70.44,28.48,66.66
"1741","Hidalgo",2021-07-25,57.55,33.89,20
"1742","Jalisco",2021-07-25,45.49,36.78,51.38
"1743","México",2021-07-25,31.81,25.76,43.47
"1744","Michoacán de Ocampo",2021-07-25,39.87,13.95,100
"1745","Morelos",2021-07-25,45.4,27.95,37.5
"1746","Nayarit",2021-07-25,71.96,65.11,0
"1747","Nuevo León",2021-07-25,59.11,51.59,67.66
"1748","Oaxaca",2021-07-25,46,55.33,63.88
"1749","Puebla",2021-07-25,37.06,13.45,47.36
"1750","Querétaro",2021-07-25,33.21,12.75,68.18
"1751","Quintana Roo",2021-07-25,49.32,20.88,37.2
"1752","San Luis Potosí",2021-07-25,26.35,7.08,34.28
"1753","Sinaloa",2021-07-25,57.41,48.48,64.04
"1754","Sonora",2021-07-25,47.97,41.71,53.84
"1755","Tabasco",2021-07-25,26.98,28.35,28.73
"1756","Tamaulipas",2021-07-25,35.19,24.76,43.37
"1757","Tlaxcala",2021-07-25,38.02,22.03,0
"1758","Veracruz de Ignacio de La Llave",2021-07-25,54.36,40.17,60.34
"1759","Yucatán",2021-07-25,18.01,50,78.26
"1760","Zacatecas",2021-07-25,38.23,7.87,16.66
"1761","Aguascalientes",2021-07-26,27.52,13,52.17
"1762","Baja California",2021-07-26,18.37,18.57,35.29
"1763","Baja California Sur",2021-07-26,41.37,44.26,40
"1764","Campeche",2021-07-26,7.95,10.34,13.33
"1765","Chiapas",2021-07-26,20.61,15.58,18.75
"1766","Chihuahua",2021-07-26,18.09,14.19,24.61
"1767","Ciudad de México",2021-07-26,68.85,56.07,56.39
"1768","Coahuila de Zaragoza",2021-07-26,23.57,9.79,28.57
"1769","Colima",2021-07-26,65.55,86.36,100
"1770","Durango",2021-07-26,68.51,35.41,71.87
"1771","Guanajuato",2021-07-26,10.94,4.47,16.07
"1772","Guerrero",2021-07-26,64.9,37,40
"1773","Hidalgo",2021-07-26,57.65,35.39,33.33
"1774","Jalisco",2021-07-26,47.44,34.67,45.73
"1775","México",2021-07-26,30.48,28.36,62.5
"1776","Michoacán de Ocampo",2021-07-26,43.87,9.72,5.26
"1777","Morelos",2021-07-26,45.76,29.86,47.2
"1778","Nayarit",2021-07-26,75.41,54.71,0
"1779","Nuevo León",2021-07-26,61.29,57.66,76.34
"1780","Oaxaca",2021-07-26,42.36,60.19,73.52
"1781","Puebla",2021-07-26,39.48,16,48.05
"1782","Querétaro",2021-07-26,32.4,17.5,68.18
"1783","Quintana Roo",2021-07-26,51.9,19,25.39
"1784","San Luis Potosí",2021-07-26,29.31,8.69,28.88
"1785","Sinaloa",2021-07-26,59.15,55.25,71.59
"1786","Sonora",2021-07-26,51.08,42.56,47.5
"1787","Tabasco",2021-07-26,24.01,34.37,32.43
"1788","Tamaulipas",2021-07-26,35.7,25.22,36.26
"1789","Tlaxcala",2021-07-26,40,21.66,0
"1790","Veracruz de Ignacio de La Llave",2021-07-26,58.37,37.33,62.96
"1791","Yucatán",2021-07-26,17.08,51.95,79.16
"1792","Zacatecas",2021-07-26,38.38,10,22.22
"1793","Aguascalientes",2021-07-27,27.88,17.59,40
"1794","Baja California",2021-07-27,18.11,19.52,16.21
"1795","Baja California Sur",2021-07-27,34.04,46.28,0
"1796","Campeche",2021-07-27,8.84,10.07,13.33
"1797","Chiapas",2021-07-27,19.07,17.4,18.75
"1798","Chihuahua",2021-07-27,17.86,17.28,29.23
"1799","Ciudad de México",2021-07-27,73.09,66.53,74.82
"1800","Coahuila de Zaragoza",2021-07-27,25.44,8.57,28.57
"1801","Colima",2021-07-27,68.31,55.76,100
"1802","Durango",2021-07-27,66.05,39.02,69.23
"1803","Guanajuato",2021-07-27,10.18,5.11,18.96
"1804","Guerrero",2021-07-27,65.63,40.88,37.64
"1805","Hidalgo",2021-07-27,60.41,34.51,26.66
"1806","Jalisco",2021-07-27,49.29,38.3,48.69
"1807","México",2021-07-27,34.08,26.63,46.15
"1808","Michoacán de Ocampo",2021-07-27,46.87,20.68,5.26
"1809","Morelos",2021-07-27,48.92,30.87,40.84
"1810","Nayarit",2021-07-27,79.01,57,0
"1811","Nuevo León",2021-07-27,59.08,54.38,72.97
"1812","Oaxaca",2021-07-27,41.53,56.56,72.22
"1813","Puebla",2021-07-27,41.42,19.12,46.25
"1814","Querétaro",2021-07-27,35.46,18.18,68.18
"1815","Quintana Roo",2021-07-27,51.35,20.58,28.57
"1816","San Luis Potosí",2021-07-27,26.14,11.38,67.24
"1817","Sinaloa",2021-07-27,61.23,52.11,73.86
"1818","Sonora",2021-07-27,49.26,41.23,44.89
"1819","Tabasco",2021-07-27,23.49,23.65,37.2
"1820","Tamaulipas",2021-07-27,36.36,27.44,40.25
"1821","Tlaxcala",2021-07-27,30.43,21.87,0
"1822","Veracruz de Ignacio de La Llave",2021-07-27,56.57,33.98,59.4
"1823","Yucatán",2021-07-27,17.3,50.58,75
"1824","Zacatecas",2021-07-27,43.75,14.28,38.88
"1825","Aguascalientes",2021-07-28,26.21,17.43,36
"1826","Baja California",2021-07-28,19.16,20.94,16.21
"1827","Baja California Sur",2021-07-28,34.69,45.6,40
"1828","Campeche",2021-07-28,9.95,10.07,15.62
"1829","Chiapas",2021-07-28,17.67,17.45,18.75
"1830","Chihuahua",2021-07-28,16.78,16.44,29.82
"1831","Ciudad de México",2021-07-28,74.11,71.14,72.9
"1832","Coahuila de Zaragoza",2021-07-28,25.52,7.58,18.18
"1833","Colima",2021-07-28,75.53,69.81,100
"1834","Durango",2021-07-28,72,31.03,88.46
"1835","Guanajuato",2021-07-28,13.45,6.42,16.07
"1836","Guerrero",2021-07-28,68,44.27,53.57
"1837","Hidalgo",2021-07-28,59.67,38.46,26.66
"1838","Jalisco",2021-07-28,50.43,45,63.54
"1839","México",2021-07-28,35.43,26.92,61.53
"1840","Michoacán de Ocampo",2021-07-28,49.1,18.33,5.26
"1841","Morelos",2021-07-28,50.7,31.55,46.57
"1842","Nayarit",2021-07-28,82.88,62.22,0
"1843","Nuevo León",2021-07-28,61,58.07,72.06
"1844","Oaxaca",2021-07-28,42.52,56.43,76.19
"1845","Puebla",2021-07-28,44.07,20.43,43.83
"1846","Querétaro",2021-07-28,37.41,20.73,68.18
"1847","Quintana Roo",2021-07-28,52.51,21.18,30.15
"1848","San Luis Potosí",2021-07-28,32.99,14.75,36.66
"1849","Sinaloa",2021-07-28,60.55,52.3,72.52
"1850","Sonora",2021-07-28,56.16,46.11,44.73
"1851","Tabasco",2021-07-28,26.02,37.22,31.5
"1852","Tamaulipas",2021-07-28,34.87,28.37,43.82
"1853","Tlaxcala",2021-07-28,33.8,22.58,0
"1854","Veracruz de Ignacio de La Llave",2021-07-28,58.5,33.23,48.35
"1855","Yucatán",2021-07-28,17.86,50.58,75
"1856","Zacatecas",2021-07-28,34,12.4,44.44
"1857","Aguascalientes",2021-07-29,23.76,15.59,40
"1858","Baja California",2021-07-29,22.59,18.47,8.1
"1859","Baja California Sur",2021-07-29,39.58,45.71,40
"1860","Campeche",2021-07-29,8.93,10.71,10
"1861","Chiapas",2021-07-29,16.13,19.85,18.75
"1862","Chihuahua",2021-07-29,16.07,16.44,30.35
"1863","Ciudad de México",2021-07-29,75.45,67.52,77.32
"1864","Coahuila de Zaragoza",2021-07-29,24.65,9.72,45.45
"1865","Colima",2021-07-29,85,82.97,100
"1866","Durango",2021-07-29,65.89,46.15,97.05
"1867","Guanajuato",2021-07-29,12.99,7.5,30.9
"1868","Guerrero",2021-07-29,71.2,42.51,36.36
"1869","Hidalgo",2021-07-29,59.67,39.39,26.66
"1870","Jalisco",2021-07-29,53.22,42.04,54.58
"1871","México",2021-07-29,35.48,25.23,58.82
"1872","Michoacán de Ocampo",2021-07-29,50.29,17.54,5.26
"1873","Morelos",2021-07-29,53.37,31.45,55.28
"1874","Nayarit",2021-07-29,83.46,65.34,0
"1875","Nuevo León",2021-07-29,60.75,58.09,70.93
"1876","Oaxaca",2021-07-29,51.83,61.95,83.78
"1877","Puebla",2021-07-29,47.6,23.07,45.33
"1878","Querétaro",2021-07-29,38.67,21.33,68.18
"1879","Quintana Roo",2021-07-29,52.53,20.32,29.03
"1880","San Luis Potosí",2021-07-29,30.87,17.74,35.55
"1881","Sinaloa",2021-07-29,58.48,53.71,75.28
"1882","Sonora",2021-07-29,51.09,45.26,53.65
"1883","Tabasco",2021-07-29,30.64,34.93,39.62
"1884","Tamaulipas",2021-07-29,36.25,24.88,37.66
"1885","Tlaxcala",2021-07-29,34.72,30,0
"1886","Veracruz de Ignacio de La Llave",2021-07-29,63.26,31.38,45.88
"1887","Yucatán",2021-07-29,15.33,51.2,75
"1888","Zacatecas",2021-07-29,35,13.84,50
"1889","Aguascalientes",2021-07-30,24.32,13.17,23.07
"1890","Baja California",2021-07-30,21.02,19.12,10.81
"1891","Baja California Sur",2021-07-30,41.1,43.75,25
"1892","Campeche",2021-07-30,10.23,12.31,15.62
"1893","Chiapas",2021-07-30,15.28,20.65,13.33
"1894","Chihuahua",2021-07-30,17.78,16.98,29.23
"1895","Ciudad de México",2021-07-30,73.24,61.66,66.06
"1896","Coahuila de Zaragoza",2021-07-30,26.16,11.64,45.45
"1897","Colima",2021-07-30,86.66,90.47,100
"1898","Durango",2021-07-30,67.71,53.96,100
"1899","Guanajuato",2021-07-30,12.15,7.3,40
"1900","Guerrero",2021-07-30,72.29,44.09,38.88
"1901","Hidalgo",2021-07-30,62.77,40.6,26.66
"1902","Jalisco",2021-07-30,53.34,39.7,49.81
"1903","México",2021-07-30,39.73,25.24,61.11
"1904","Michoacán de Ocampo",2021-07-30,46.55,20.75,5.26
"1905","Morelos",2021-07-30,51.12,31.16,37.14
"1906","Nayarit",2021-07-30,75.09,69.44,0
"1907","Nuevo León",2021-07-30,62.24,60.31,72.13
"1908","Oaxaca",2021-07-30,53.3,64.13,86.48
"1909","Puebla",2021-07-30,55.27,17.67,43.42
"1910","Querétaro",2021-07-30,38.18,25.1,100
"1911","Quintana Roo",2021-07-30,51.12,20,30.64
"1912","San Luis Potosí",2021-07-30,28.8,29.6,43.24
"1913","Sinaloa",2021-07-30,58.86,56.69,81.39
"1914","Sonora",2021-07-30,47.26,43.39,40.81
"1915","Tabasco",2021-07-30,28.82,36.31,36.61
"1916","Tamaulipas",2021-07-30,37.31,22.76,36.17
"1917","Tlaxcala",2021-07-30,34.66,34.48,0
"1918","Veracruz de Ignacio de La Llave",2021-07-30,61.69,36.15,48.86
"1919","Yucatán",2021-07-30,17.5,52.22,69.56
"1920","Zacatecas",2021-07-30,34.65,15.5,61.11
"1921","Aguascalientes",2021-07-31,28.57,11.2,25.64
"1922","Baja California",2021-07-31,26.47,20.64,25
"1923","Baja California Sur",2021-07-31,37.95,45.01,25
"1924","Campeche",2021-07-31,8.99,10,10
"1925","Chiapas",2021-07-31,13.85,21.07,13.04
"1926","Chihuahua",2021-07-31,13.08,17.61,26.41
"1927","Ciudad de México",2021-07-31,75.62,66.92,81.36
"1928","Coahuila de Zaragoza",2021-07-31,29.1,11.96,50
"1929","Colima",2021-07-31,84.9,93.02,100
